,text,location
593,"but what about my private insurance!? this is bad... the us  climate care system is not prepared for this... people will not go to the doctor #m4a #demdebate man receives $3,500 medical bill for coronavirus test after returning to us from china ",New York
594,i donated to     bernie ie ie ie ie     bernie ie ie ie  after the #demdebate. did you? ,New York
595,feeling validated #demdebate ,New York
596,#mini bloomberg  #demdebate ,New York
597,"pete straight up told y’all, “i’m not ready for revolutionary politics. i don’t have what it takes.” #demdebate ",New York
598," bloomberg  bloomberg “i bought it” slips out, referring to the 100 million dollars he spent to help the dems get control of the house and secure nancy pelosi the position of madam speaker. he’s a megalomaniac trying to buy the presidency. #mini bloomberg  #enemyofthepeople #demdebate ",New York
599,"folks, it’s time to inject some logic into this coming presidential election. senator & sec of state hillary clinton could not overcome, and ultimately lost to, then, political neophyte, trump. evaluate the candidates and impose logic on the ultimate outcome. #demdebate",New York
600,"i didn't watch the debate tonight, but i did see the impractical jokers movie while wealing a sleeveless chipotle shirt and an xfl hat i am america #demdebate",New York
601,sounds like the #winecavedebate #demdebate ,New York
602,"all they do is pander victimhood, and it's getting old..#demdebate",New York
603,"you didn’t get fired for being pregnant and you were never a special education teacher, warren. #demdebate",New York
604,"well well, if it wasn’t another #demdebate where not a single question about the climate crisis was asked. neglecting our  climate  world is not okay @cbs - we can do better.",New York
605,    bernie ie ie ie ie     bernie ie ie ie  won the #demdebate ,New York
606,"asked whether she thought     bernie ie ie ie ie     bernie ie ie ie  could beat president trump, elizabeth warren pivoted to michael bloomberg. ""i think the most dangerous candidate on that stage for democrats is michael bloomberg."" #demdebate https://cnn.it/2syyah1",New York
607,@    bernie ie ie ie ie    bernie ie ie ie  is the only candidate who doesn't look down on the american people with disdain and contempt. #demdebate,New York
608,"it's painfully clear that most of the mainstream media don't give a damn about our changing climate & we mock ppl like @gretathunberg who make valid points about what's going on, yet we all seem to go on blissfully unaware to the issue that has an impact on us all!!! #demdebate ",New York
609,so today tom became president? stfu van. #demdebate https://twitter.com/vanjones68/status/1232532497948385280,New York
610,old investment by steyer becomes an issue as he eyes public office. owning slave labor is a drag. #demdebate ,New York
611,democratic voters who watched debate say     bernie ie ie ie  impressed them most: cb... https://youtu.be/zdfj1m1tf70 via @youtube #democraticdebates #demdebate #winecavedebate,New York
612,you wish. you know they walked those claims back after they failed to hurt him in nevada... where he got more votes than the next 3 combined. i already gave but for anyone else here's the link. join us in really changing this country. #notmeus #demdebate ,New York
613,"did we really talk about castro for 20 minutes, but not one climate change question, not one immigration question, and only seconds on coronavirus... #demdebate #totaljoke #cbssucks",New York
614,i just asked someone sitting next to me at the debate watch party what was your take away from the #demdebate. he answered: the dems need someone that actually knows math! i said: yeah i miss @andrewyang. he: is that the dude who's on @cnn? you can't make this stuff up.,New York
615,jeesus christ bro trump destroyed jeb and the donors with this one fellow swoop #demdebate ,New York
616,republicans flipped this democrat house seat after 33 years this is huge momentum for trump & the republican party the impeachment + #demdebate is a killer for the democrat party. ,New York
617,    bernie ie ie ie ie's rivals came to the #demdebate prepared to take the frontrunner on ,New York
618,"for the adventurous: chris christie is about to go live on #thelateshow with stephen colbert. again, dare if you must. #demdebate #lssc",New York
619,"didn't pay as much attention to the #demdebate tonight because of the #invisibleman press screening, which i'm letting percolate a little as i gather my thoughts. but i did enjoy myself more than i did during #upgrade and other recent blumhouse horror films (excluding #getout).",New York
620,"good job @cbsnews &amp; #cbsn teams hosting tonight's democratic debate, well done everyone ! @elaine_quijano @edokeefe @majorcbs @chueyburns @antjuansea @amyklobuchar @joebiden @lesliesanchez @lynda_tran @mollyhooper #demdebate #alwayson @robjgifford http://cbsnews.com/live",New York
621,i am sick of white democrats #demdebate ,New York
622,"again, i am a couple hours behind the live broadcast, and i’ve made it clear that he’s not my candidate, but i do appreciate that, when the topic of china came up during the #demdebate, joe biden mentioned the uighurs who are being held in concentration camps.",New York
623,via @rawstory: frontrunner     bernie ie ie ie ie     bernie ie ie ie  was the center of attention at the #demdebate http://dlvr.it/rqlxkm,New York
624,"the south carolina #demdebate was more like a buyers' showroom than a public service, @pareene writes.",New York
625,i guess it's good they're getting this red scare crap out now because it will be non-stop from the gop. hopefully people will get bored with it and see it for the distraction it is. i was kind of hoping the dems would be better but i do find this all sadly predictable. #demdebate ,New York
626,i was so fed up by the #demdebate that i donated to     bernie ie ie ie ie. #    bernie ie ie ie ie2020 #notmeus,New York
627,"the #demdebate - a night for blue checks with six-figure follower counts to reveal their ignorance about the science around the risks of cannabis. i’m especially impressed with @eugenegu, who managed three errors in three sentences. silver medal to @nomikikonst.",New York
628,2 florida democrats sue to keep     bernie ie ie ie  off primary ballot https://politi.co/2pobpf3 #demdebate #democraticdebates #winecavedebate ( did bloomberg ),New York
629,what in the actual fuck?! #demdebate ,New York
630,"i think the "" economy s donate to this guy"" line of attack falls short when coming from someone who is a multi-millionaire more importantly, are these  economy s directly contributing more than the fec limit? srsly asking bc @    bernie ie ie ie ie    bernie ie ie ie  makes it sound that way #demdebate",New York
631,    bernie ie ie ie ie will win because he is more than a candidate - he represents a movement. the political revolution is real and it won’t be televised. #demdebate #    bernie ie ie ie ie2020 #notmeus #feelthe    bernie ie ie ie ,New York
632,that’s how all old white democrats come across as lisa. #demdebate ,New York
633,a favorite proverb; post #demdebate advice; don't speak unless you can improve upon the silence. #zzzz,New York
634,"during tuesday's 10th #demdebate, former vice president joe biden said that as president, he'd commit to ""making sure there's a black woman on the supreme court."" ",New York
635,"in retrospect, he supports it but if he’s been around we the time i doubt it. on all the tough questions of today, pete says find the middle ground between evil and right. #demdebate",New York
636,this might make a #demdebate watchable ,New York
637,"curtains close on another #demdebate. if you couldn't catch 2 hours of spice and shade, we'll get you up to speed in 5 minutes. see our top 4 moments at http://recount.co/2020election.",New York
638,no more boring old white people! #demdebate,New York
639,@petebuttigieg painting     bernie ie ie ie ie     bernie ie ie ie  as polarizing when u can’t get three black people to consider voting for u is the height of self unawareness...fix that brother...#demdebate2020 #demdebate #mayorpete,New York
640,meme of the night #demdebate ,New York
641,to counter mayor pete: if you believe in the flower child and hippie dreams of the 60's... ...    bernie ie ie ie ie     bernie ie ie ie  is your candidate. #demdebate,New York
642,all wash! #demdebate,New York
643,"at tuesday's #demdebate, there were simply too many voices, and not enough time, which led to long stretches of muddy argument and several episodes of unintelligible shouting. ",New York
644,lol what a mess #demdebate,New York
645,    bernie ie ie ie ie said seats at the debate cost $700 so the people there were  economy y that’s why they booed him. they booed bloomberg & steyer so his logic is flawed. #demdebate,New York
646,read the full transcript of the south carolina democratic debate https://cbsn.ws/2pq3xyk #demdebate,New York
647,"@tomsteyer gives me the creeps. he talks with his head way too much, he probably injured his brain.. the days of slavery is over. stop pandering victimhood. #creepy #demdebate #bobblehead",New York
648,analysis: who won the #demdebate in south carolina on tuesday night? ,New York
649,did @ bloomberg  claim to win the last #demdebate. ,New York
650,wrong again my friend. #demdebate we welcome you to join us with open arms as the     bernie ie ie ie ie train rides on full steam ahead. ,New York
651,so now @sen    bernie ie ie ie  talking about the @dnc and the ticket costs #demdebate did he forget he’s part of the millionaire class?,New York
652,"@petebuttigieg reminded us of that more than once during this #demdebate, during which he demonstrated yet again that he is the leader we need for this moment in history. #teampete #wintheera",New York
653,they cut @tomsteyer off for bring up repetitions at #demdebate.,New York
654,well that took no time to be turned into a campaign ad. can’t said i didn’t see that coming. #demdebate ,New York
655,i actually miss chuck todd 'sigh' #demdebate #demdebates #democraticdebates #demdebate2020,New York
656,"my take on #demdebate for @cnnopinion – w/ @jrpsaki , @fridaghitis , @errollouis, @chriskingfl, and more. #democraticdebates",New York
657,"in tonight’s south carolina #demdebate, president trump was attacked 29 times with klobuchar attacking the president the most with 7 attacks",New York
658,"wow, @ bloomberg 2020 this is pathetic and sad even for you. #demdebate #scprimary #    bernie ie ie ie ie    bernie ie ie ie ",New York
659,the biden team refuses to issue numbers but this statement (if true) says we're over $1.5m today. #demdebate ,New York
660,"elizabeth warren brings up the filibuster, one of the most important topics we can ever talk about a debate because it effects gun control, climate change, and tons of other important sectors...and she's one of the few willing to kill it to make real change happen. #demdebate",New York
661,"if @petebuttigieg has 2,000 donors ""in charleston alone, just in charleston"" as he claimed in the debate, he must have gotten a lot in the last month and a half. as of dec 31 he had 120 donors in charleston, and 613 in all of south carolina. #demdebate",New York
662,".@lesliesanchez on her main takeaways from the #demdebate: ""did they continue to rip apart the fabric of the democratic party? and they did."" https://cbsn.ws/32rcvdp",New York
663,"my take on tonight’s messy debate via @nytimes. “moderating a debate is not easy ... like being a debate participant, experience and practice helps. there wasn’t a lot of that on the stage tonight, and it showed.” ⁦@cbsnews⁩ #demdebate ",New York
664,that white moderator cutting off a conversation about reparations in the middle of a democratic debate in south carolina is really unforgivable. #demdebate,New York
665,there’s a huge difference between @    bernie ie ie ie ie    bernie ie ie ie  not having an answer and you choosing not to listen to it. #demdebate ,New York
666,i wonder if bloomberg’s paid attendees are getting docked because they didn’t cheer loud enough. #demdebate ,New York
667,"just a reminder after watching tonights #demdebate. at the early stages of this primary cycle, democrat voters were urging people like @oprah and @michaelavenatti to run for president. these are not serious people and it's evident by the candidate pool that's remaining.",New York
668,this is horrifying. this should have been discussed at the #demdebate ,New York
669,"i think bloomberg is more like a producer who casts himself in a film, and his only prior acting experience was in a high school student film that got a d- with a ""see me"" from the teacher @andrewyang #demdebate",New York
670,"although     bernie ie ie ie  faced 33 attacks on the #demdebate stage tonight, he didn’t beat bloomberg ground breaking battery record of 45 attacks he endured in the nevada debate last week",New York
671,elizabeth warren went after michael bloomberg on personal terms at the #demdebate — noting that he once donated to her republican opponent https://trib.al/yfdh71y,New York
672,y is tom steyer not running as a leftist? #demdebate,New York
673,watch: highlights from tonight's #demdebate in 5 minutes. ,New York
674,there are just not enough people of color in this after party given how much people of color matter to the south carolina dem primary. @msnbc #demdebate,New York
675,keep fundraising guys! let's aim for 3 million. #demdebate ,New York
676,actually it really stressed me out that you had to talk over     bernie ie ie ie ie the whole time. i realize his message is super effective but it made me like you less. your message isn't as soothing as you imagine. progressives have had to fall in line forever. it's your turn pete. #demdebate,New York
677,"facts. i expect pete, amy, and steyer to drop out after next week. there is literally no path for them to win any state!!! #demdebate ",New York
678,some voices to listen to for the truth about bloomberg? @thejlv @jumaanewilliams @changethenypd @thejewishvote @jamaalbowmanny @disruptionary @rossbarkan @rafaelshimunov @nickesmithnyc @liat_ro #demdebate #bloombergisracist,New York
679,if anyone currently occupying an alternative universe in which warren didn't hug     bernie ie ie ie ie from the outset + went after him forcibly can let me know how she's doing in that dimension's primary i would appreciate it. just curious . . . #demdebate,New York
680,"in the last few weeks, trump has been purging doj, the pentagon, and the intelligence community since being acquitted at his senate impeachment trial. so naturally the moderators felt it was important to ask bloomberg about big gulps. #demdebate ",New York
681,they should have asked. #askaboutabortion #demdebate ,New York
682,my favorite part of the coverage and reactions to this ridiculous process is the refusal to admit that for four candidates it’s a very close race with only 3 state results #demdebate ,New York
683,best part of the #demdebate was when @ewarren admitted that abortion was murder! that's progress!!!,New York
684,"my #demdebate thoughts biden: his best debate bloomberg: very improved, but low bar buttigieg: sharp as always, not sure he moved the needle klobuchar: tried to play adult     bernie ie ie ie : did ok w/ all the incoming, just ok steyer: needed to be more assertive warren: all over the place",New York
685,sen. warren’s strategy raises questions. she has as legitimate a claim to being progressive as sen.     bernie ie ie ie . she highlights how she got things done but could also explain why you don’t have to embrace  economy  to be progressive. instead she focuses on mayor bloomberg #demdebate,New York
686,“you can't move the embassy back” — @ bloomberg  #israel #startupnation #demdebate #democrats2020,New York
687,"    bernie ie ie ie ie     bernie ie ie ie  dismisses concerns that his nomination would hurt the democratic party's chances in november: ""we might want to listen to the people, and the people voted for me in iowa, new hampshire and in nevada” #demdebate https://cnn.it/3a6ucca",New York
688,tonight’s #demdebate proved that donald trump has a real path to victory if we do not mobilize and engage voters around the issues that matter at the kitchen table.,New York
689,the 'black issues' besides crime and poverty #demdebate2020 #demdebate ,New York
690,i’m done... #demdebate ,New York
691,"hilarious biden claimes he/obama contained ebola - comparison to #covidー19 in #demdebate. big difference in transmission. ebola requires contact with bodily fluid, covid19 is airborne. ebola infected 28k people after 2.5 years starting in ‘15. covid19 has infected 80k+ in 3mo’s",New York
692,    bernie ie ie ie ie     bernie ie ie ie  was the most attacked candidate in tonight’s #demdebate. he was attacked 33 times with pete buttigieg delivering a third of those attacks to     bernie ie ie ie ,New York
693,"# bloomberg  being exposed. i lived in nyc when bloomberg was mayor, this stuff is true. yes, bloomberg can't be trusted. #demdebate #democraticdebate #democrats nyc liberals issue warning about bloomberg’s ‘destructive’ record with communities of color",New York
694,    bernie ie ie ie ie campaign i think has the best housing policy plan but he didn't really get to talk about it today on #demdebate. i think he missed an opportunity today to talk about his housing for all plan.,New York
695,#demdebate i think warren has a plan and     bernie ie ie ie ie looks capable of punching donald trump in the throat.,New York
696,"the democratic candidates tackled  immigration  policy,  climate  care and education in the final #demdebate ahead of saturday's south carolina primary. catch up on all of the highlights here. ",New York
697,"so bloomberg gave his supporters $1,700-$3,000 seats to his supporters at this debate. there were more plants in that audience than in a greenhouse. #dembebate #demdebates #demdebate #demdebate2020 #democraticdebates #democrats2020",New York
698,"i’m reading all these #demdebate comments, and everyone seems to think their favorite candidate won tonight. the needle didn’t move for anyone.",New York
699,"few things rile me up as much as seeing puerto ricans go all in on presidential campaigns. if they put 1/3 of that effort to rebuild puerto rico, we’d probably have a better country (read puerto rico). we’re not your “fellow americans” #demdebate",New York
700,"more than any other #demwit at the #demdebate, @senwarren is the best at dressing up a blinding glimpse of the obvious as a major policy pronouncement. the us military is important for our defense! #2 in this regard is mayor pete.",New York
701,oh my fucking god what the fuck did i miss? #demdebate ,New York
702,this is the #demdebate / #survivor crossover you didn’t know you needed.,New York
703,"i joined the #demdebate late tonight so i may have missed it, but were there any questions on state use of force? it would have been a good topic since the supreme court decided today that border agents can kill unarmed mexicans without consequence",New York
704,"i'm not religious, but this is a motto that i try to live by. sometimes you go through hardship just to learn that if you were a little kinder to others, you actually bring yourself up too. it's a win-win situation. that's why elizabeth warren is my candidate. #demdebate ",New York
705,i so love @antjuansea accent and how intelligent he is. call me #cbsn #demdebate,New York
706,"ah oui, j’allais oublier ce passage, je voulais vérifier. biden a lancé pdt le #demdebate que les armes à feu ont fait 150 millions de morts aux us depuis 2007 (la moitié de la population, hein). c’est ~35.000 morts/an (ac les suicides, ~15.000 sans) ",New York
707,how should the u.s. prepare for a possible coronavirus outbreak? here's what the democratic presidential candidates had to say at the #demdebate https://trib.al/ea1pvmn,New York
708,amy klobuchar? more like amy no-buchar. #demdebate,New York
709,i’d happily be a writers’ pa on this thread. #demdebate ,New York
710,"pete buttigieg on     bernie ie ie ie ie     bernie ie ie ie : i don't want house democrats ""stuck explaining why we nominated     bernie ie ie ie  when we could have nominated a democrat."" #demdebate http://cnn.it/3c7jubb",New York
711,i’ve seen italian mothers who have better control over their kids than the moderators of this debate had over the candidates! #dembebate #demdebates2020 #demdebate #democraticdebate2020,New York
712,all we need to do is get this one photo trending. it shows the real     bernie ie ie ie ie     bernie ie ie ie  as a younger man. quite psychotic looking if you ask me. how would you like this guy with the keys to the white house? god forbid! #demdebate #    bernie ie ie ie ie    bernie ie ie ie  #trump2020 for the sake of america!,New York
713,"i don't know how many tweets i just made during the #demdebate tonight, but it was a frenzy for sure. stuff just kept happening almost nonstop for 2 hours. here's where it started. ",New York
714,"what's dividing the democrats? the never-ending tedious republican ""we can't"" talking points by some of the candidates. #demdebate if you can't do it pete, say you can't. don't get angry at people who want to try to gain harry truman's dream. ",New York
715,fact check: does every study say 'medicare for all' would save  economy ? #demdebate ,New York
716,"i think the reason people don’t want to talk abt     bernie ie ie ie ie’s pervery ideas is cos they don’t wanna think abt their “grandpa” being this lascivious: woman all want to be raped, too many orgasms cause cancer, naked toddlers touching each other #demdebate",New York
717, s can flap if they dream the dream of the ideals of the nation and pursue those to their ineffable ends together as one #demdebate ,New York
718,"    bernie ie ie ie ie     bernie ie ie ie : ""we have the real momentum to win here in south carolina. and pull off a major upset and do very well on super tuesday."" #demdebate https://cnn.it/3caghnh",New York
719,"in order to have better control over the debates, moderators need to have the ability to turn off a candidate's microphone if he/she goes over their time. #demdebate ",New York
720,our debate time+topic tracking chart looks as messy as the debate itself. #demdebate https://www.nytimes.com/interactive/2020/02/25/us/elections/debate-speaking-time.html,New York
721,disappointed by this #demdebate. this was an opportunity to ask q's about issues that are important to s carolinians -- like the effects of climate change -- &amp; the debate just circled so many of the same old arguments. ugh. do better dems.,New York
722,i should have just watched uncut gems. #demdebate,New York
723,"in #demdebate i just heard @    bernie ie ie ie ie    bernie ie ie ie  say he wants govt to help set up pot-sales businesses owned by blacks, latinos &amp; women... isn’t that a wee bit racist? stereotyping?",New York
724,"i wish i could be like jean wycliffe, and be “gone till november”. this is all just painful. #demdebate #covidー19 #trumplies #demdebates #coronavirusoutbreak",New York
725,that’s a wrap. thanks for tuning in. #demdebate ,New York
726,apparently the crowd at the #scprimary #demdebate was rigged because they didnt fawn all over @    bernie ie ie ie ie    bernie ie ie ie ,New York
727,".@salvantocbs surveyed #demdebate watchers across the nations during tonight’s show.     bernie ie ie ie ie     bernie ie ie ie  ranked highest for who impressed them, with 45% saying so. 69% said the candidates spent more time attacking each other than making a case for themselves. https://www.cbsnews.com/live-updates/democratic-debate-south-carolina-live-stream-cbs-news-2020-02-25/",New York
728,"biden made hillary clinton's big mistake by thinking the nomination/presidency was a sure thing based on stupid polling. asking 3,000 people to determine what 330 million americans want is stupid. joe didn't do interviews until he got beat in iowa & nh. #demdebate",New York
729,"    bernie ie ie ie ie got me weak when he told bloomberg that his only support was from  economy s then the crowd booed him then     bernie ie ie ie ie says “oh dear” and points the crowd to bloomberg, he knew what’s up lmfaooo. #demdebate",New York
730,fidel castro is old and stupid to discuss to me. what about all those americans under 45 years of age! #demdebate @    bernie ie ie ie ie    bernie ie ie ie ,New York
731,"sc #demdebate: aside from piggybacking on everybody else's ideas, tom steyer missed a chance to seem like the ""decent  economy "" as opposed to an oligarch, by not emphasizing enough that he has released his tax returns while bloomberg hasn't released his",New York
732,"not yet ready to give up on @ewarren as president (or at minimum vp!), but i love the premise of this op-ed from @tomfriedman, ""dems, you can defeat trump in a landslide” https://www.nytimes.com/2020/02/25/opinion/democratic-primary-candidates.html #demdebate #demdebate2020",New York
733,"buttigieg for sure says he ""works too hard"" when asked what his weakness is in an interview #demdebate",New York
734,"watched a lot of debates and literally every presidential debate since 2008. this #demdebate was trash. everything about it. there are no winners, insights or narrative beyond .",New York
735,some post-debate thoughts #demdebate2020 #demdebate,New York
736,me after going to the  bloomberg  bloomberg school of politics #demdebate ,New York
737,the audience sucked at #demdebate ...not surprising since entrance cost ~$1700+ each #demdebatesc #demdebate2020,New York
738,    bernie ie ie ie ie has been an enormously effective legislator. he doesn’t brag about it. thank you @rbreich #demdebate ,New York
739,how did @ bloomberg  do in tonight's debate? #demdebate,New York
740,#lfgumbo #ottersforwarren #demdebate ,New York
741,what you must understand about @ewarren is she’s the mom that will show up at school not giving a damn if you’re embarrassed...and leave having embarrassed the school on why she had to come up there in the first place. #demdebate #demdebate2020,New York
742,“the men up here don’t get the same treatment” -@joebiden in response to getting cut off. really?! this has been a literal shouting pissing contest and both women have to thread the needle between speaking up and “looking too angry.” #demdebate #letwomenspeak #presidentwarren,New York
743,join me live right now to discuss tonight's #demdebate ,New York
744,@petebuttigieg at tonight’s debate: “let me ignore the current topic and go back to that comment from @sen    bernie ie ie ie  30 min ago on medicare for all cause that’s what i rehearsed for tonight.” #demdebate,New York
745,"with seats to the debate costing thousands of dollars, too, it seems like everything was for sale--just how bloomberg likes it. #demdebate ",New York
746,we caught up with ⁦@tomsteyer⁩ after his #demdebate performance. here are his takeaways: ,New York
747,"problem is that grandpa joe keeps confusing yelling with sounding confident and tough whenever he speaks. lower the volume, joe. it's more polite than ending on time. 90 seconds to answer complex issues is insane anyway. that's rude. #demdebate",New York
748,http://shakeyourbutti.com #demdebate #demdebate2020 #democraticdebate #petebuttigieg #democrats2020 #raisetheroof #mayorpete #buttigieg #shakeyourbutti #peteforamerica,New York
749,"tickets tonight were given out to constituents for $1,750 to $3,200. no wonder the tone of the crowd was so different. #demdebate #    bernie ie ie ie ie2020",New York
750,"this debate is a little interesting i guess. watching michael bloomberg’s reactions to the questions about his stop & frisk & also to the non disclosure agreements is getting right to the crux of things. also, how bout elizabeth warrens earlobes!!! #demdebate",New York
751,i actually liked several of @amyklobuchar answers tonight. her knowledge of affordable housing and rural  climate care were especially impressive. #demdebate #demdebate2020,New York
752,"that's why she'd be the better president. wow, never thought i'd see the day when i agree with ann coulter. excuse me as i go stare at myself in the mirror for an hour. #demdebate ",New York
753,".@ bloomberg  literally bragged about buying congress in the #demdebate. is it ok to call him an oligarch now? ""i bough ... i got them."" ",New York
754,"""dem debate: catch up on the highlights from the tenth democratic debate"" #demdebate ",New York
755,"you’re one hell of a brave woman. trump cannot handle you. see, if you were a man, i think things would’ve been different (would’ve been way up there) don’t see why you aren’t on top... #demdebate",New York
756,"i didn't get to say, ""let he who has never worn a che guevara t-shirt cast the first stone."" #demdebate",New York
757,"""a woman legislator, on average, passed twice as many bills as a male legislator"" #demdebate #democraticdebates #lfg",New York
758,this is what @sen    bernie ie ie ie  has been talking about. there's too much  economy  in our politics corrupting it! #demdebate #endcitizensunited #enddark economy  #publicfundedelections,New York
759,".@ewarren didnt do enough to draw distinction b/w her &amp;     bernie ie ie ie ie. i still like her, think shes the best option on stage, &amp; will likely vote for her - but im disappointed, &amp; concerned about her ability to win if shes hesitant to go after the only other person in her lane #demdebate",New York
760,"wow ... @jamescarville to @hardballchris on @msnbc impressed by bloomberg, biden, and buttigieg... who could have ever predicted this? #demdebate",New York
761,"""can you do the math for the rest of us?""     bernie ie ie ie ie     bernie ie ie ie  answers a question at the #demdebate on the cost of ""medicare for all"" https://trib.al/9iwptgx",New York
762,warren distinguishes herself as presidential #demdebate #demdebate2020,New York
763,"did amy klobuchar said ""uncle dick"" on #demdebate on live tv ? wow let's put their memes up y'all.",New York
764,i saw #demdebate hit the tl when i got home and was like nooooooo,New York
765,what do you think about bloomberg's comments on marijuana? #demdebate,New York
766,the 10th #demdebate did not include a single question about the climate crisis. ,New York
767,nailed it! he's insufferable in his smugness. #demdebate,New York
768,i think this has been the warmest winter in nyc. #greennewdeal #demdebate,New York
769,@hardballchris stop talking over #elizabethwarren2020 #demdebate,New York
770,@cbsnews almost set on democratic primary debate in charleston https://youtu.be/lgn2i8wva44 via @youtube #demdebate,New York
771,after tonights comment #warren is done! #killit #demdebate,New York
772,everyone: please ask a question about the existential threat of climate change. cbs moderators: omg tell me about your favorite ~*quote*~ #demdebate #winecavedebate,New York
773,pete grinning when liz called out  bloomberg  for funding her opponent - thank you @thedailyshow for reminding me of that #demdebate,New York
774,"""if he got nominated, i would do everything in my power to help. but i think it is a terrible risk to take in an election that we absolutely dare not lose."" - pete buttigieg defends attacking the impact of     bernie ie ie ie ie     bernie ie ie ie ' candidacy on down-ballot candidates. #demdebate ",New York
775,he caught himself juuuust in time but it was obvious #demdebate ,New York
776,"even @msnbc is calling @ewarren's ""kill it"" slander of bloomberg as a misfire. women who misuse women issues for personal gain hurt women. by far the most disgusting #demdebate attack. and of course it's the same candidate who calls herself native american to get an advantage.",New York
777,my god chris matthews is the fucking worst #demdebate,New York
778,"poor @petebuttigieg nobody excited about his nostalgia for 1990s-yesterday when neoliberal hacks could funnel  economy  $$thru empty slogans, reinforce status-quo politics as people suffer and die, and become prez #    bernie ie ie ie 2020 drowned your rat dreams, friendo #demdebate ",New York
779,so according to the establishment playbook this means they’re not worried about warren and therefore warren must be stopped. did i get that right? #demdebate ,New York
780,"my motto is from nelson mandela: everything is impossible until it happens. if we have the guts to stand up to powerful interests, if we can bring working people together, we can create a nation where all people have a good standard of living."" – @    bernie ie ie ie ie    bernie ie ie ie  #demdebate ",New York
781,i believe the woman! @ewarren tells @hardballchris. he really needs to not be doing these spin room interviews. he is just being awful tonight. #warren2020 #demdebate @msnbc,New York
782,you know the snl writers were thrilled with that “what’s the biggest misconception about you and what’s your motto” question. that’ll be in saturday’s show for sure. #demdebate #demdebate2020,New York
783,@ewarren handling @hardballchris like a champ right now. #demdebate,New York
784,".@tomsteyer says he has the financial resources to stay in the race ""as long as i want."" but @edokeefe presses him on which states will help him get the necessary delegates to move forward #demdebate https://www.cbsnews.com/live-updates/democratic-debate-south-carolina-live-stream-cbs-news-2020-02-25/",New York
785,agree- #pete was awful in #demdebatesc. - totally disprespecting everyone- that shit don't play in the south pete! he's like trump's #minime - totally rude &amp; u can tell no one on the #demdebate stage likes pete- he's just a bought shill for  economy s- duh- and they all know it,New York
786,here’s @ bloomberg  saying the quiet part out loud. #demdebate ,New York
787,warren is right about the filibuster. #withwarren #demdebate #warrenforthewin @ewarren,New York
788,"in general, i think the entire #demdebate was a clusterfuck. it was poorly moderated. not a single substantive question was asked on climate change or immigration. ultimately, it was so messy that i think it benefited the frontrunner,     bernie ie ie ie ie     bernie ie ie ie , the most.",New York
789,anyone else notice how visibly angry @    bernie ie ie ie ie    bernie ie ie ie  was that the moderators wouldnt just let him talk whenever he wanted? #demdebate #demdebate2020,New York
790,i think the country is unified on one point- no more debates with the sun in pisces. #demdebate,New York
791,"no doubt, #elizabethwarren wasn't playing tonight with # bloomberg  #demdebate # bloomberg dropoutnow. warren decides to murder bloomberg, 6 days after killing him https://www.thedailybeast.com/elizabeth-warren-decides-to-murder-michael-bloomberg-6-days-after-killing-him?source=twitter&amp;via=desktop via @thedailybeast",New York
792,"things i wish debate moderators would stop asking candidates for potus about: god, favorite sayings, misconceptions! @cbsnews what happened to climate change, reparations, the black maternal mortality crisis, and other much more pressing issues?! #demdebate",New York
793,full power rankings are up! https://link.medium.com/y41nidxpn4 #demdebate #demdebate2020 #democraticdebates,New York
794,to win you need enthusiasm. only one candidate on that stage has enthusiasm behind them. #demdebate,New York
795,"i have some new names for @cbsnews antjuan seawright - captain obvious, mr. random, antjuan seessomethingssayssomethings... #awkward #democraticdebate #demdebate #godhelpelainequijano",New York
796,    bernie ie ie ie ie     bernie ie ie ie  echoes the message of martin luther king. reading this excerpt from king's last speech before his assassination brings me to tears. we are so close to potentially having a president who caries mlk's message with him. #    bernie ie ie ie ie2020 #demdebate ,New York
797,is no one gonna talk bout how bloomberg told one of his pregnant employees to “kill it” or did he buy you out already? #demdebate,New York
798,"i want to slap his whole debate prep team for sending him out there repeatedly acting like grandpa get off my lawn guy. be confident, be consistent, stay on target, and adapt to what others say vs only regurgitating prepared points. it's sad old politics. #demdebate",New York
799,#demdebate ok so i get it vote for # bloomberg  and make sure lindsay graham gets re-elected! how can anyone support graham,New York
800,    bernie ie ie ie ie is the people’s candidate. that much is clear and that has not been shaken. #demdebate,New York
801,@repmaxrose how are you going to respond to your subsidizer #bloomberg announcing he bought you and others your seats during the #demdebate ? https://twitter.com/citypitties/status/1232504818301882368,New York
802,last person i’d vote for is #petebuttigieg zero experience. no thanks. #democraticdebate #demdebate #demdebate2020,New York
803,cbs moderator @kenanthompson lookalike at the #demdebate ,New York
804,"one issue that received little attention at tonight's #demdebate in south carolina was climate change, @cbsnewsradio correspondent @jimkrasulacbs tells @billrehkopf. he mentioned even charleston itself, where the debate was, has been subject to the effects of climate change.",New York
805,there were some comments by  bloomberg  bloomberg at #demdebate tonight about working across the aisle. i just want to say thank you for all of the #grassroots organizations that have been doing this for decades. you are amazing. after doing this myself for 2/12 yrs. i appreciate you!,New York
806,why is tom steyer there? #demdebate,New York
807,i can only predict bloomberg will say next debate that he threw the first brick at stonewall. #demdebate,New York
808,#demdebate @edokeefe what are you doing on that stage? looking around and checking your phone tells me you’re bored with the debate and conversation. stay in the moment,New York
